solarSystemName,solarSystemID,regionID,constellationID,wormholeClass,systemEffect,hour,minute,second,RAText,RADec,isAnom,status,href,notes
J134354,31001687,11000021,21000200,C4,,13,43,54,13h 43m 54s,205.975,,,,
J134401,31000747,11000007,21000059,C2,,13,44,1,13h 44m 01s,206.00416666666666,,,,
J134405,31000790,11000008,21000063,C2,,13,44,5,13h 44m 05s,206.02083333333334,,,,
J134407,31001415,11000016,21000158,C4,,13,44,7,13h 44m 07s,206.02916666666667,,,,
J134414,31001623,11000020,21000190,C4,,13,44,14,13h 44m 14s,206.05833333333334,,,,
J134431,31001140,11000012,21000116,C3,,13,44,31,13h 44m 31s,206.12916666666666,,,,
J134440,31002183,11000027,21000272,C5,,13,44,40,13h 44m 40s,206.16666666666666,,,,
J134446,31000088,11000001,21000319,C1,,13,44,46,13h 44m 46s,206.19166666666666,,,,
J134459,31001877,11000023,21000231,C4,,13,44,59,13h 44m 59s,206.24583333333334,,,,
J134527,31001578,11000019,21000183,C4,Wolf-Rayet Star,13,45,27,13h 45m 27s,206.3625,,,,
J134534,31000558,11000005,21000040,C2,Pulsar,13,45,34,13h 45m 34s,206.39166666666668,,,,
J134540,31000294,11000003,21000015,C1,,13,45,40,13h 45m 40s,206.41666666666666,,,,
J134610,31000312,11000003,21000016,C1,Wolf-Rayet Star,13,46,10,13h 46m 10s,206.54166666666666,,,,
J134618,31000516,11000005,21000036,C2,Black Hole,13,46,18,13h 46m 18s,206.575,,,,
J134629,31001204,11000013,21000126,C3,,13,46,29,13h 46m 29s,206.62083333333334,,,,
J134637,31000125,11000001,21000322,C1,,13,46,37,13h 46m 37s,206.65416666666667,,,,
J134652,31002096,11000026,21000260,C5,,13,46,52,13h 46m 52s,206.71666666666667,,,,
J134654,31000437,11000004,21000029,C2,,13,46,54,13h 46m 54s,206.725,,,,
J134702,31002230,11000028,21000279,C5,Red Giant,13,47,2,13h 47m 02s,206.75833333333333,,,,
J134716,31001446,11000017,21000163,C4,,13,47,16,13h 47m 16s,206.81666666666666,,,,
J134730,31000590,11000006,21000043,C2,Black Hole,13,47,30,13h 47m 30s,206.875,,,,
J134732,31001587,11000019,21000185,C4,Red Giant,13,47,32,13h 47m 32s,206.88333333333333,,,,
J134735,31000726,11000007,21000057,C2,,13,47,35,13h 47m 35s,206.89583333333334,,,,
J134800,31000405,11000004,21000025,C2,,13,48,0,13h 48m 00s,207,,,,
J134833,31000330,11000003,21000018,C1,,13,48,33,13h 48m 33s,207.1375,,,,
J134851,31001511,11000019,21000173,C4,Wolf-Rayet Star,13,48,51,13h 48m 51s,207.2125,,,,
J134914,31000012,11000001,21000311,C1,,13,49,14,13h 49m 14s,207.30833333333334,,,,
J134939,31000109,11000001,21000321,C1,,13,49,39,13h 49m 39s,207.4125,,,,
J134949,31000617,11000006,21000046,C2,,13,49,49,13h 49m 49s,207.45416666666668,,,,
J134951,31000440,11000004,21000029,C2,,13,49,51,13h 49m 51s,207.4625,,,,
J135031,31002463,11000030,21000309,C6,Magnetar,13,50,31,13h 50m 31s,207.62916666666666,,,,
J135036,31001139,11000012,21000115,C3,Cataclysmic Variable,13,50,36,13h 50m 36s,207.65,,,,
J135038,31000021,11000001,21000312,C1,,13,50,38,13h 50m 38s,207.65833333333333,,,,
J135046,31001987,11000025,21000245,C5,,13,50,46,13h 50m 46s,207.69166666666666,,,,
J135100,31001881,11000024,21000232,C5,,13,51,0,13h 51m 00s,207.75,,,,
J135129,31001373,11000015,21000152,C3,Black Hole,13,51,29,13h 51m 29s,207.87083333333334,,,,
J135141,31000680,11000006,21000052,C2,,13,51,41,13h 51m 41s,207.92083333333332,,,,
J135155,31000586,11000006,21000043,C2,,13,51,55,13h 51m 55s,207.97916666666666,,,,
J135204,31002122,11000026,21000264,C5,,13,52,4,13h 52m 04s,208.01666666666668,,,,
J135214,31001218,11000013,21000128,C3,Magnetar,13,52,14,13h 52m 14s,208.05833333333334,,,,
J135220,31002440,11000030,21000306,C6,Cataclysmic Variable,13,52,20,13h 52m 20s,208.08333333333334,,,,
J135230,31000878,11000008,21000074,C2,,13,52,30,13h 52m 30s,208.125,,,,
J135245,31000103,11000001,21000320,C1,,13,52,45,13h 52m 45s,208.1875,,,,
J135250,31000101,11000001,21000320,C1,,13,52,50,13h 52m 50s,208.20833333333334,,,,
J135301,31002127,11000027,21000265,C5,Wolf-Rayet Star,13,53,1,13h 53m 01s,208.25416666666666,,,,
J135304,31001184,11000013,21000123,C3,,13,53,4,13h 53m 04s,208.26666666666668,,,,
J135306,31002349,11000029,21000294,C5,Red Giant,13,53,6,13h 53m 06s,208.275,,,,
J135346,31001659,11000021,21000196,C4,,13,53,46,13h 53m 46s,208.44166666666666,,,,
J135355,31001008,11000011,21000096,C3,,13,53,55,13h 53m 55s,208.47916666666666,,,,
J135402,31002207,11000028,21000275,C5,,13,54,2,13h 54m 02s,208.50833333333333,,,,
J135406,31001256,11000014,21000134,C3,Black Hole,13,54,6,13h 54m 06s,208.525,,,,
J135411,31000042,11000001,21000314,C1,Magnetar,13,54,11,13h 54m 11s,208.54583333333332,,,,
J135422,31000792,11000008,21000064,C2,,13,54,22,13h 54m 22s,208.59166666666667,,,,
J135449,31001900,11000024,21000234,C5,Black Hole,13,54,49,13h 54m 49s,208.70416666666668,,,,
J135504,31002370,11000030,21000297,C6,Red Giant,13,55,4,13h 55m 04s,208.76666666666668,,,,
J135508,31001489,11000018,21000170,C4,,13,55,8,13h 55m 08s,208.78333333333333,,,,
J135526,31000977,11000010,21000091,C3,,13,55,26,13h 55m 26s,208.85833333333332,,,,
J135533,31002313,11000029,21000290,C5,Wolf-Rayet Star,13,55,33,13h 55m 33s,208.8875,,,,
J135540,31002047,11000025,21000253,C5,Red Giant,13,55,40,13h 55m 40s,208.91666666666666,,,,
J135543,31001757,11000021,21000211,C4,,13,55,43,13h 55m 43s,208.92916666666667,,,,
J135554,31002284,11000029,21000286,C5,,13,55,54,13h 55m 54s,208.975,,,,
J135559,31001960,11000024,21000241,C5,,13,55,59,13h 55m 59s,208.99583333333334,,,,
J135623,31002391,11000030,21000300,C6,Cataclysmic Variable,13,56,23,13h 56m 23s,209.09583333333333,,,,
J135626,31002298,11000029,21000288,C5,Black Hole,13,56,26,13h 56m 26s,209.10833333333332,,,,
J135629,31000623,11000006,21000047,C2,,13,56,29,13h 56m 29s,209.12083333333334,,,,
J135642,31001359,11000015,21000150,C3,,13,56,42,13h 56m 42s,209.175,,,,
J135653,31002228,11000028,21000278,C5,,13,56,53,13h 56m 53s,209.22083333333333,,,,
J135703,31000513,11000005,21000036,C2,Pulsar,13,57,3,13h 57m 03s,209.2625,,,,
J135705,31002346,11000029,21000294,C5,Red Giant,13,57,5,13h 57m 05s,209.27083333333334,,,,
J135723,31001354,11000015,21000149,C3,Wolf-Rayet Star,13,57,23,13h 57m 23s,209.34583333333333,,,,
J135807,31001764,11000021,21000212,C4,,13,58,7,13h 58m 07s,209.52916666666667,,,,
J135809,31000489,11000005,21000033,C2,Red Giant,13,58,9,13h 58m 09s,209.5375,,,,
J135825,31002477,11000029,21000290,C5,Cataclysmic Variable,13,58,25,13h 58m 25s,209.60416666666666,,,,
J135827,31000653,11000006,21000050,C2,Red Giant,13,58,27,13h 58m 27s,209.6125,,,,
J135836,31001523,11000019,21000175,C4,Pulsar,13,58,36,13h 58m 36s,209.65,,,,
J135852,31001342,11000015,21000148,C3,,13,58,52,13h 58m 52s,209.71666666666667,,,,
J135908,31001602,11000020,21000187,C4,,13,59,8,13h 59m 08s,209.78333333333333,,,,
J135910,31000529,11000005,21000037,C2,Cataclysmic Variable,13,59,10,13h 59m 10s,209.79166666666666,,,,
J140012,31000455,11000004,21000030,C2,,14,0,12,14h 00m 12s,210.05,,,,
J140019,31000248,11000002,21000010,C1,Black Hole,14,0,19,14h 00m 19s,210.07916666666668,,,,
J140050,31000943,11000010,21000086,C3,Red Giant,14,0,50,14h 00m 50s,210.20833333333334,,,,
J140053,31001792,11000022,21000217,C4,,14,0,53,14h 00m 53s,210.22083333333333,,,,
J140112,31000510,11000005,21000036,C2,,14,1,12,14h 01m 12s,210.3,,,,
J140121,31000074,11000001,21000318,C1,Magnetar,14,1,21,14h 01m 21s,210.3375,,,,
J140133,31002358,11000029,21000295,C5,,14,1,33,14h 01m 33s,210.3875,,,,
J140135,31000282,11000002,21000014,C1,Pulsar,14,1,35,14h 01m 35s,210.39583333333334,,,,
J140154,31001728,11000021,21000207,C4,Red Giant,14,1,54,14h 01m 54s,210.475,,,,
J140200,31002454,11000030,21000308,C6,Magnetar,14,2,0,14h 02m 00s,210.5,,,,
J140215,31001618,11000020,21000189,C4,,14,2,15,14h 02m 15s,210.5625,,,,
J140244,31001547,11000019,21000179,C4,Wolf-Rayet Star,14,2,44,14h 02m 44s,210.68333333333334,,,,
J140246,31001696,11000021,21000202,C4,,14,2,46,14h 02m 46s,210.69166666666666,,,,
J140249,31002215,11000028,21000277,C5,,14,2,49,14h 02m 49s,210.70416666666668,,,,
J140308,31000525,11000005,21000037,C2,,14,3,8,14h 03m 08s,210.78333333333333,,,,
J140322,31001190,11000013,21000124,C3,,14,3,22,14h 03m 22s,210.84166666666667,,,,
J140336,31002033,11000025,21000252,C5,Red Giant,14,3,36,14h 03m 36s,210.9,,,,
J140341,31000945,11000010,21000086,C3,,14,3,41,14h 03m 41s,210.92083333333332,,,,
J140343,31002301,11000029,21000288,C5,,14,3,43,14h 03m 43s,210.92916666666667,,,,
J140353,31000758,11000008,21000060,C2,,14,3,53,14h 03m 53s,210.97083333333333,,,,
J140418,31002166,11000027,21000270,C5,Black Hole,14,4,18,14h 04m 18s,211.075,,,,
J140514,31002154,11000027,21000268,C5,,14,5,14,14h 05m 14s,211.30833333333334,,,,
J140521,31000930,11000009,21000084,C3,Wolf-Rayet Star,14,5,21,14h 05m 21s,211.3375,,,,
J140524,31002234,11000028,21000279,C5,Black Hole,14,5,24,14h 05m 24s,211.35,,,,
J140545,31001552,11000019,21000179,C4,,14,5,45,14h 05m 45s,211.4375,,,,
J140555,31002489,11000030,21000303,C6,,14,5,55,14h 05m 55s,211.47916666666666,,,,
J140600,31002011,11000025,21000248,C5,,14,6,0,14h 06m 00s,211.5,,,,
J140602,31000138,11000001,21000323,C1,,14,6,2,14h 06m 02s,211.50833333333333,,,,
J140608,31001934,11000024,21000239,C5,Wolf-Rayet Star,14,6,8,14h 06m 08s,211.53333333333333,,,,
J140642,31000526,11000005,21000037,C2,,14,6,42,14h 06m 42s,211.675,,,,
J140717,31001922,11000024,21000237,C5,,14,7,17,14h 07m 17s,211.82083333333333,,,,
J140720,31001854,11000023,21000227,C4,,14,7,20,14h 07m 20s,211.83333333333334,,,,
J140722,31000815,11000008,21000066,C2,,14,7,22,14h 07m 22s,211.84166666666667,,,,
J140739,31001325,11000015,21000145,C3,Pulsar,14,7,39,14h 07m 39s,211.9125,,,,
J140741,31000065,11000001,21000317,C1,Black Hole,14,7,41,14h 07m 41s,211.92083333333332,,,,
J140750,31000728,11000007,21000057,C2,,14,7,50,14h 07m 50s,211.95833333333334,,,,
J140752,31000931,11000009,21000084,C3,Cataclysmic Variable,14,7,52,14h 07m 52s,211.96666666666667,,,,
J140810,31001705,11000021,21000203,C4,,14,8,10,14h 08m 10s,212.04166666666666,,,,
J140816,31000638,11000006,21000048,C2,,14,8,16,14h 08m 16s,212.06666666666666,,,,
J140823,31001771,11000022,21000214,C4,,14,8,23,14h 08m 23s,212.09583333333333,,,,
J140831,31000141,11000002,21000001,C1,,14,8,31,14h 08m 31s,212.12916666666666,,,,
J140843,31000825,11000008,21000067,C2,,14,8,43,14h 08m 43s,212.17916666666667,,,,
J140912,31001569,11000019,21000182,C4,,14,9,12,14h 09m 12s,212.3,,,,
J140918,31002429,11000030,21000305,C6,Wolf-Rayet Star,14,9,18,14h 09m 18s,212.325,,,,
J140932,31001742,11000021,21000209,C4,Wolf-Rayet Star,14,9,32,14h 09m 32s,212.38333333333333,,,,
J141001,31001664,11000021,21000197,C4,,14,10,1,14h 10m 01s,212.50416666666666,,,,
J141004,31001036,11000011,21000100,C3,,14,10,4,14h 10m 04s,212.51666666666668,,,,
J141007,31000925,11000009,21000083,C3,Wolf-Rayet Star,14,10,7,14h 10m 07s,212.52916666666667,,,,
J141015,31000639,11000006,21000048,C2,,14,10,15,14h 10m 15s,212.5625,,,,
J141017,31000239,11000002,21000010,C1,,14,10,17,14h 10m 17s,212.57083333333333,,,,
J141019,31000106,11000001,21000321,C1,,14,10,19,14h 10m 19s,212.57916666666668,,,,
J141021,31001630,11000020,21000191,C4,,14,10,21,14h 10m 21s,212.5875,,,,
J141032,31002348,11000029,21000294,C5,,14,10,32,14h 10m 32s,212.63333333333333,,,,
J141038,31000263,11000002,21000012,C1,Wolf-Rayet Star,14,10,38,14h 10m 38s,212.65833333333333,,,,
J141043,31002120,11000026,21000264,C5,,14,10,43,14h 10m 43s,212.67916666666667,,,,
J141046,31001247,11000014,21000133,C3,,14,10,46,14h 10m 46s,212.69166666666666,,,,
J141055,31001405,11000016,21000157,C4,,14,10,55,14h 10m 55s,212.72916666666666,,,,
J141104,31001706,11000021,21000203,C4,,14,11,4,14h 11m 04s,212.76666666666668,,,,
J141137,31001890,11000024,21000233,C5,,14,11,37,14h 11m 37s,212.90416666666667,,,,
J141150,31000235,11000002,21000009,C1,,14,11,50,14h 11m 50s,212.95833333333334,,,,
J141156,31000360,11000004,21000021,C2,,14,11,56,14h 11m 56s,212.98333333333332,,,,
J141204,31001964,11000024,21000242,C5,Cataclysmic Variable,14,12,4,14h 12m 04s,213.01666666666668,,,,
J141218,31001424,11000016,21000160,C4,Black Hole,14,12,18,14h 12m 18s,213.075,,,,
J141220,31001640,11000020,21000193,C4,Magnetar,14,12,20,14h 12m 20s,213.08333333333334,,,,
J141239,31000118,11000001,21000322,C1,,14,12,39,14h 12m 39s,213.1625,,,,
J141250,31002105,11000026,21000261,C5,Red Giant,14,12,50,14h 12m 50s,213.20833333333334,,,,
J141252,31001567,11000019,21000182,C4,Cataclysmic Variable,14,12,52,14h 12m 52s,213.21666666666667,,,,
J141316,31001788,11000022,21000216,C4,,14,13,16,14h 13m 16s,213.31666666666666,,,,
J141319,31002467,11000030,21000310,C6,Red Giant,14,13,19,14h 13m 19s,213.32916666666668,,,,
J141322,31001521,11000019,21000175,C4,Pulsar,14,13,22,14h 13m 22s,213.34166666666667,,,,
J141332,31000462,11000005,21000031,C2,Wolf-Rayet Star,14,13,32,14h 13m 32s,213.38333333333333,,,,
J141342,31001580,11000019,21000184,C4,,14,13,42,14h 13m 42s,213.425,,,,
J141425,31001702,11000021,21000203,C4,,14,14,25,14h 14m 25s,213.60416666666666,,,,
J141434,31002374,11000030,21000298,C6,,14,14,34,14h 14m 34s,213.64166666666668,,,,
J141438,31000704,11000007,21000055,C2,,14,14,38,14h 14m 38s,213.65833333333333,,,,
J141451,31001108,11000012,21000111,C3,,14,14,51,14h 14m 51s,213.7125,,,,
J141502,31002433,11000030,21000305,C6,,14,15,2,14h 15m 02s,213.75833333333333,,,,
J141514,31000222,11000002,21000008,C1,,14,15,14,14h 15m 14s,213.80833333333334,,,,
J141609,31001956,11000024,21000241,C5,,14,16,9,14h 16m 09s,214.0375,,,,
J141611,31000811,11000008,21000066,C2,,14,16,11,14h 16m 11s,214.04583333333332,,,,
J141615,31002111,11000026,21000262,C5,,14,16,15,14h 16m 15s,214.0625,,,,
J141633,31001561,11000019,21000181,C4,,14,16,33,14h 16m 33s,214.1375,,,,
J141637,31000816,11000008,21000066,C2,Magnetar,14,16,37,14h 16m 37s,214.15416666666667,,,,
J141647,31001858,11000023,21000228,C4,,14,16,47,14h 16m 47s,214.19583333333333,,,,
J141728,31002189,11000027,21000273,C5,,14,17,28,14h 17m 28s,214.36666666666667,,,,
J141740,31001759,11000021,21000212,C4,Pulsar,14,17,40,14h 17m 40s,214.41666666666666,,,,
J141807,31000352,11000003,21000020,C1,,14,18,7,14h 18m 07s,214.52916666666667,,,,
J141812,31000124,11000001,21000322,C1,,14,18,12,14h 18m 12s,214.55,,,,
J141832,31001065,11000011,21000104,C3,,14,18,32,14h 18m 32s,214.63333333333333,,,,
J141848,31001365,11000015,21000151,C3,,14,18,48,14h 18m 48s,214.7,,,,
J141857,31000369,11000004,21000022,C2,,14,18,57,14h 18m 57s,214.7375,,,,
J141931,31001539,11000019,21000177,C4,,14,19,31,14h 19m 31s,214.87916666666666,,,,
J142018,31000933,11000009,21000084,C3,,14,20,18,14h 20m 18s,215.075,,,,
J142026,31001023,11000011,21000098,C3,Magnetar,14,20,26,14h 20m 26s,215.10833333333332,,,,
J142038,31000962,11000010,21000089,C3,Pulsar,14,20,38,14h 20m 38s,215.15833333333333,,,,
J142055,31000679,11000006,21000052,C2,,14,20,55,14h 20m 55s,215.22916666666666,,,,
J142110,31002158,11000027,21000269,C5,,14,21,10,14h 21m 10s,215.29166666666666,,,,
J142114,31000304,11000003,21000015,C1,,14,21,14,14h 21m 14s,215.30833333333334,,,,
J142117,31001734,11000021,21000208,C4,,14,21,17,14h 21m 17s,215.32083333333333,,,,
J142119,31000298,11000003,21000015,C1,,14,21,19,14h 21m 19s,215.32916666666668,,,,
J142136,31000293,11000003,21000015,C1,,14,21,36,14h 21m 36s,215.4,,,,
J142138,31002323,11000029,21000291,C5,Magnetar,14,21,38,14h 21m 38s,215.40833333333333,,,,
J142200,31001381,11000016,21000153,C4,Cataclysmic Variable,14,22,0,14h 22m 00s,215.5,,,,
J142214,31001441,11000017,21000163,C4,,14,22,14,14h 22m 14s,215.55833333333334,,,,
J142234,31002044,11000025,21000253,C5,,14,22,34,14h 22m 34s,215.64166666666668,,,,
J142239,31000532,11000005,21000038,C2,,14,22,39,14h 22m 39s,215.6625,,,,
J142241,31001426,11000016,21000160,C4,Cataclysmic Variable,14,22,41,14h 22m 41s,215.67083333333332,,,,
J142247,31002405,11000030,21000302,C6,Cataclysmic Variable,14,22,47,14h 22m 47s,215.69583333333333,,,,
J142306,31000411,11000004,21000026,C2,,14,23,6,14h 23m 06s,215.775,,,,
J142327,31000353,11000003,21000020,C1,,14,23,27,14h 23m 27s,215.8625,,,,
J142335,31001739,11000021,21000208,C4,,14,23,35,14h 23m 35s,215.89583333333334,,,,
J142349,31002172,11000027,21000271,C5,,14,23,49,14h 23m 49s,215.95416666666668,,,,
J142355,31001500,11000018,21000172,C4,Red Giant,14,23,55,14h 23m 55s,215.97916666666666,,,,
J142400,31001148,11000012,21000117,C3,,14,24,0,14h 24m 00s,216,,,,
J142414,31000916,11000009,21000081,C3,Black Hole,14,24,14,14h 24m 14s,216.05833333333334,,,,
J142438,31001983,11000025,21000245,C5,Wolf-Rayet Star,14,24,38,14h 24m 38s,216.15833333333333,,,,
J142443,31001158,11000012,21000119,C3,Wolf-Rayet Star,14,24,43,14h 24m 43s,216.17916666666667,,,,
J142506,31001820,11000022,21000222,C4,Magnetar,14,25,6,14h 25m 06s,216.275,,,,
J142520,31001000,11000011,21000094,C3,Magnetar,14,25,20,14h 25m 20s,216.33333333333334,,,,
J142528,31002379,11000030,21000298,C6,,14,25,28,14h 25m 28s,216.36666666666667,,,,
J142533,31000418,11000004,21000027,C2,Pulsar,14,25,33,14h 25m 33s,216.3875,,,,
J142535,31002366,11000029,21000296,C5,,14,25,35,14h 25m 35s,216.39583333333334,,,,
J142547,31000410,11000004,21000026,C2,,14,25,47,14h 25m 47s,216.44583333333333,,,,
J142603,31001179,11000013,21000122,C3,Wolf-Rayet Star,14,26,3,14h 26m 03s,216.5125,,,,
J142617,31000187,11000002,21000005,C1,,14,26,17,14h 26m 17s,216.57083333333333,,,,
J142624,31002037,11000025,21000252,C5,Magnetar,14,26,24,14h 26m 24s,216.6,,,,
J142631,31002095,11000026,21000260,C5,,14,26,31,14h 26m 31s,216.62916666666666,,,,
J142649,31000270,11000002,21000012,C1,,14,26,49,14h 26m 49s,216.70416666666668,,,,
J142653,31002303,11000029,21000289,C5,Red Giant,14,26,53,14h 26m 53s,216.72083333333333,,,,
J142701,31000059,11000001,21000316,C1,,14,27,1,14h 27m 01s,216.75416666666666,,,,
J142800,31001748,11000021,21000210,C4,Magnetar,14,28,0,14h 28m 00s,217,,,,
J142814,31002475,11000029,21000292,C5,Magnetar,14,28,14,14h 28m 14s,217.05833333333334,,,,
J142822,31001594,11000019,21000186,C4,Wolf-Rayet Star,14,28,22,14h 28m 22s,217.09166666666667,,,,
J142826,31000567,11000006,21000041,C2,Wolf-Rayet Star,14,28,26,14h 28m 26s,217.10833333333332,,,,
J142838,31000671,11000006,21000052,C2,Red Giant,14,28,38,14h 28m 38s,217.15833333333333,,,,
J142845,31000727,11000007,21000057,C2,,14,28,45,14h 28m 45s,217.1875,,,,
J142847,31000666,11000006,21000051,C2,Magnetar,14,28,47,14h 28m 47s,217.19583333333333,,,,
J142858,31002046,11000025,21000253,C5,Wolf-Rayet Star,14,28,58,14h 28m 58s,217.24166666666667,,,,
J142910,31002277,11000028,21000285,C5,,14,29,10,14h 29m 10s,217.29166666666666,,,,
J142918,31000599,11000006,21000044,C2,Wolf-Rayet Star,14,29,18,14h 29m 18s,217.325,,,,
J142923,31001457,11000017,21000165,C4,,14,29,23,14h 29m 23s,217.34583333333333,,,,
J142937,31000721,11000007,21000057,C2,,14,29,37,14h 29m 37s,217.40416666666667,,,,
J142941,31000274,11000002,21000013,C1,Magnetar,14,29,41,14h 29m 41s,217.42083333333332,,,,
J142951,31001102,11000012,21000110,C3,,14,29,51,14h 29m 51s,217.4625,,,,
J143002,31000256,11000002,21000011,C1,Black Hole,14,30,2,14h 30m 02s,217.50833333333333,,,,
J143040,31001214,11000013,21000128,C3,,14,30,40,14h 30m 40s,217.66666666666666,,,,
J143057,31002053,11000025,21000254,C5,,14,30,57,14h 30m 57s,217.7375,,,,
J143107,31002081,11000026,21000258,C5,Black Hole,14,31,7,14h 31m 07s,217.77916666666667,,,,
J143110,31001196,11000013,21000125,C3,,14,31,10,14h 31m 10s,217.79166666666666,,,,
J143123,31001942,11000024,21000239,C5,Pulsar,14,31,23,14h 31m 23s,217.84583333333333,,,,
J143127,31002196,11000028,21000274,C5,Black Hole,14,31,27,14h 31m 27s,217.8625,,,,
J143133,31000229,11000002,21000009,C1,,14,31,33,14h 31m 33s,217.8875,,,,
J143140,31001613,11000020,21000189,C4,Magnetar,14,31,40,14h 31m 40s,217.91666666666666,,,,
J143200,31002403,11000030,21000302,C6,Red Giant,14,32,0,14h 32m 00s,218,,,,
J143202,31000089,11000001,21000319,C1,,14,32,2,14h 32m 02s,218.00833333333333,,,,
J143204,31000032,11000001,21000313,C1,,14,32,4,14h 32m 04s,218.01666666666668,,,,
J143234,31000735,11000007,21000058,C2,,14,32,34,14h 32m 34s,218.14166666666668,,,,
J143245,31002220,11000028,21000277,C5,,14,32,45,14h 32m 45s,218.1875,,,,
J143320,31000650,11000006,21000050,C2,Magnetar,14,33,20,14h 33m 20s,218.33333333333334,,,,
J143336,31000579,11000006,21000042,C2,,14,33,36,14h 33m 36s,218.4,,,,
J143345,31001357,11000015,21000150,C3,,14,33,45,14h 33m 45s,218.4375,,,,
J143359,31000473,11000005,21000032,C2,,14,33,59,14h 33m 59s,218.49583333333334,,,,
J143421,31000290,11000002,21000014,C1,,14,34,21,14h 34m 21s,218.5875,,,,
J143429,31000436,11000004,21000029,C2,,14,34,29,14h 34m 29s,218.62083333333334,,,,
J143447,31000932,11000009,21000084,C3,,14,34,47,14h 34m 47s,218.69583333333333,,,,
J143455,31000689,11000006,21000053,C2,,14,34,55,14h 34m 55s,218.72916666666666,,,,
J143505,31000417,11000004,21000026,C2,,14,35,5,14h 35m 05s,218.77083333333334,,,,
J143513,31001082,11000012,21000107,C3,Cataclysmic Variable,14,35,13,14h 35m 13s,218.80416666666667,,,,
J143517,31000331,11000003,21000018,C1,Black Hole,14,35,17,14h 35m 17s,218.82083333333333,,,,
J143525,31002295,11000029,21000287,C5,,14,35,25,14h 35m 25s,218.85416666666666,,,,
J143546,31000715,11000007,21000056,C2,,14,35,46,14h 35m 46s,218.94166666666666,,,,
J143557,31001815,11000022,21000221,C4,Red Giant,14,35,57,14h 35m 57s,218.9875,,,,
J143605,31002499,11000027,21000269,C5,Magnetar,14,36,5,14h 36m 05s,219.02083333333334,,,,
J143614,31001317,11000015,21000144,C3,,14,36,14,14h 36m 14s,219.05833333333334,,,,
J143626,31002156,11000027,21000269,C5,Pulsar,14,36,26,14h 36m 26s,219.10833333333332,,,,
J143628,31000234,11000002,21000009,C1,,14,36,28,14h 36m 28s,219.11666666666667,,,,
J143639,31000407,11000004,21000025,C2,,14,36,39,14h 36m 39s,219.1625,,,,
J143649,31000246,11000002,21000010,C1,,14,36,49,14h 36m 49s,219.20416666666668,,,,
J143702,31000695,11000006,21000054,C2,Black Hole,14,37,2,14h 37m 02s,219.25833333333333,,,,
J143704,31001316,11000014,21000143,C3,,14,37,4,14h 37m 04s,219.26666666666668,,,,
J143706,31000659,11000006,21000051,C2,,14,37,6,14h 37m 06s,219.275,,,,
J143718,31002086,11000026,21000259,C5,Black Hole,14,37,18,14h 37m 18s,219.325,,,,
J143740,31001968,11000025,21000243,C5,,14,37,40,14h 37m 40s,219.41666666666666,,,,
J143751,31002387,11000030,21000299,C6,,14,37,51,14h 37m 51s,219.4625,,,,
J143819,31002309,11000029,21000289,C5,,14,38,19,14h 38m 19s,219.57916666666668,,,,
J143841,31001468,11000018,21000167,C4,,14,38,41,14h 38m 41s,219.67083333333332,,,,
J143845,31002297,11000029,21000288,C5,Cataclysmic Variable,14,38,45,14h 38m 45s,219.6875,,,,
J143902,31001786,11000022,21000216,C4,,14,39,2,14h 39m 02s,219.75833333333333,,,,
J143916,31000937,11000010,21000085,C3,,14,39,16,14h 39m 16s,219.81666666666666,,,,
J143918,31001134,11000012,21000115,C3,,14,39,18,14h 39m 18s,219.825,,,,
J143922,31001635,11000020,21000192,C4,,14,39,22,14h 39m 22s,219.84166666666667,,,,
J143933,31000739,11000007,21000058,C2,,14,39,33,14h 39m 33s,219.8875,,,,
J143946,31001506,11000019,21000173,C4,Pulsar,14,39,46,14h 39m 46s,219.94166666666666,,,,
J144004,31000784,11000008,21000063,C2,,14,40,4,14h 40m 04s,220.01666666666668,,,,
J144024,31001339,11000015,21000147,C3,,14,40,24,14h 40m 24s,220.1,,,,
J144038,31001807,11000022,21000220,C4,Pulsar,14,40,38,14h 40m 38s,220.15833333333333,,,,
J144057,31000606,11000006,21000045,C2,,14,40,57,14h 40m 57s,220.2375,,,,
J144103,31001222,11000014,21000129,C3,,14,41,3,14h 41m 03s,220.2625,,,,
J144107,31002032,11000025,21000251,C5,Magnetar,14,41,7,14h 41m 07s,220.27916666666667,,,,
J144115,31001962,11000024,21000242,C5,Black Hole,14,41,15,14h 41m 15s,220.3125,,,,
J144120,31001660,11000021,21000196,C4,Black Hole,14,41,20,14h 41m 20s,220.33333333333334,,,,
J144131,31001710,11000021,21000204,C4,,14,41,31,14h 41m 31s,220.37916666666666,,,,
J144135,31001698,11000021,21000202,C4,Black Hole,14,41,35,14h 41m 35s,220.39583333333334,,,,
J144153,31000363,11000004,21000021,C2,,14,41,53,14h 41m 53s,220.47083333333333,,,,
J144203,31000824,11000008,21000067,C2,,14,42,3,14h 42m 03s,220.5125,,,,
J144218,31000373,11000004,21000022,C2,,14,42,18,14h 42m 18s,220.575,,,,
J144228,31000277,11000002,21000013,C1,Red Giant,14,42,28,14h 42m 28s,220.61666666666667,,,,
J144303,31000079,11000001,21000318,C1,,14,43,3,14h 43m 03s,220.7625,,,,
J144316,31001266,11000014,21000135,C3,Pulsar,14,43,16,14h 43m 16s,220.81666666666666,,,,
